complaint_id,customer_id,complaint_date,channel,complaint_category,complaint_subcategory,description,transaction_id,amount_affected,currency,priority,status,resolution_date,handling_team,satisfaction_score
C00883,CUST61211,05/01/2025,Mobile App,Delay,Card Delivery Delay,Card Delivery Delay reported via mobile app,,0,KES,Low,Resolved,10/01/2025,Branch Operations,5
C00884,CUST99302,06/01/2025,Branch,System Error,Login Error,Login Error reported via branch,TXN960631,36329,KES,Critical,In Progress,,Finance Ops,
C00885,CUST32383,15/01/2025,ATM,Delay,Complaint Handling Delay,Complaint Handling Delay reported via atm,,0,KES,Medium,In Progress,,IT Operations,
C00886,CUST60570,13/01/2025,Branch,Delay,Complaint Handling Delay,Complaint Handling Delay reported via branch,TXN896295,39085,KES,Medium,Resolved,16/01/2025,Operations,5
C00887,CUST14467,18/12/2024,Branch,Customer Service Failure,Long Wait Time,Long Wait Time reported via branch,TXN802888,37476,KES,Low,Resolved,23/12/2024,Finance Ops,4
C00888,CUST30750,15/01/2025,Online Banking,System Error,ATM Failure,ATM Failure reported via online banking,,0,KES,High,In Progress,,Finance Ops,
C00889,CUST70225,13/01/2025,Call Center,Delay,Complaint Handling Delay,Complaint Handling Delay reported via call center,TXN971949,10422,KES,High,Resolved,18/01/2025,Customer Experience,4
C00890,CUST89408,19/12/2024,Online Banking,Erroneous Deduction,Incorrect Fees,Incorrect Fees reported via online banking,TXN923667,32202,KES,Low,In Progress,,Customer Experience,
C00891,CUST30863,02/01/2025,Online Banking,Erroneous Deduction,Double Debit,Double Debit reported via online banking,TXN817713,40966,KES,Critical,Resolved,03/01/2025,Branch Operations,2
C00892,CUST23819,15/01/2025,Branch,Delay,Complaint Handling Delay,Complaint Handling Delay reported via branch,,0,KES,High,In Progress,,Operations,
C00893,CUST89499,20/12/2024,Mobile App,Customer Service Failure,Long Wait Time,Long Wait Time reported via mobile app,,0,KES,High,Resolved,24/12/2024,IT Operations,4
C00894,CUST35653,05/01/2025,Mobile App,Delay,Complaint Handling Delay,Complaint Handling Delay reported via mobile app,,0,KES,Medium,In Progress,,Customer Experience,
C00895,CUST92459,12/01/2025,ATM,System Error,App Crash,App Crash reported via atm,,0,KES,High,Resolved,17/01/2025,Finance Ops,2
C00896,CUST99438,18/12/2024,ATM,System Error,ATM Failure,ATM Failure reported via atm,,0,KES,Medium,Resolved,21/12/2024,IT Operations,3
C00897,CUST66034,04/01/2025,ATM,Customer Service Failure,Rude Staff,Rude Staff reported via atm,,0,KES,Critical,Resolved,05/01/2025,Branch Operations,5
C00898,CUST42949,06/01/2025,Call Center,Delay,Transaction Delay,Transaction Delay reported via call center,TXN805909,3873,KES,Medium,Resolved,08/01/2025,Operations,4
C00899,CUST81557,10/01/2025,Online Banking,Delay,Transaction Delay,Transaction Delay reported via online banking,TXN904653,34431,KES,High,Resolved,15/01/2025,IT Operations,2
C00900,CUST81707,18/12/2024,Mobile App,Customer Service Failure,Long Wait Time,Long Wait Time reported via mobile app,,0,KES,Medium,Resolved,20/12/2024,IT Operations,3
C00901,CUST64557,25/12/2024,Branch,Delay,Transaction Delay,Transaction Delay reported via branch,,0,KES,Critical,Resolved,28/12/2024,IT Operations,2
C00902,CUST66559,14/01/2025,Branch,Delay,Card Delivery Delay,Card Delivery Delay reported via branch,TXN933065,2833,KES,Medium,Resolved,16/01/2025,Finance Ops,4
C00903,CUST82416,08/01/2025,Mobile App,Delay,Transaction Delay,Transaction Delay reported via mobile app,,0,KES,High,In Progress,,Finance Ops,
C00904,CUST67216,11/01/2025,Branch,System Error,App Crash,App Crash reported via branch,TXN892219,8232,KES,High,Resolved,13/01/2025,Customer Experience,4
C00905,CUST11952,22/12/2024,Call Center,System Error,ATM Failure,ATM Failure reported via call center,,0,KES,Medium,In Progress,,IT Operations,
C00906,CUST27002,22/12/2024,Mobile App,Delay,Transaction Delay,Transaction Delay reported via mobile app,TXN957919,21086,KES,High,Resolved,24/12/2024,Finance Ops,4
C00907,CUST58094,12/01/2025,Mobile App,Delay,Card Delivery Delay,Card Delivery Delay reported via mobile app,TXN857746,32935,KES,Medium,Resolved,16/01/2025,IT Operations,4
C00908,CUST27974,24/12/2024,Online Banking,System Error,Failed Reversal,Failed Reversal reported via online banking,TXN873343,27424,KES,High,Resolved,25/12/2024,Branch Operations,3
C00909,CUST40815,31/12/2024,Call Center,System Error,Failed Reversal,Failed Reversal reported via call center,,0,KES,Medium,In Progress,,Finance Ops,
C00910,CUST46581,04/01/2025,Mobile App,Customer Service Failure,Rude Staff,Rude Staff reported via mobile app,TXN878751,39050,KES,Critical,Resolved,05/01/2025,Customer Experience,2
C00911,CUST96560,27/12/2024,Branch,Customer Service Failure,Rude Staff,Rude Staff reported via branch,,0,KES,High,Resolved,31/12/2024,Customer Experience,2
C00912,CUST13584,13/01/2025,Call Center,System Error,ATM Failure,ATM Failure reported via call center,,0,KES,Critical,In Progress,,Operations,
C00913,CUST70752,14/01/2025,Mobile App,System Error,Login Error,Login Error reported via mobile app,TXN940184,44931,KES,High,In Progress,,IT Operations,
C00914,CUST46791,14/01/2025,Branch,System Error,App Crash,App Crash reported via branch,,0,KES,High,In Progress,,Customer Experience,
C00915,CUST95594,23/12/2024,Call Center,Delay,Transaction Delay,Transaction Delay reported via call center,TXN894816,40840,KES,Medium,Resolved,26/12/2024,Operations,4
C00916,CUST12263,03/01/2025,Online Banking,Delay,Transaction Delay,Transaction Delay reported via online banking,TXN921300,12216,KES,High,In Progress,,Branch Operations,
C00917,CUST18394,12/01/2025,Branch,Delay,Complaint Handling Delay,Complaint Handling Delay reported via branch,TXN959993,5713,KES,Medium,Resolved,17/01/2025,Branch Operations,4
C00918,CUST95799,09/01/2025,Branch,System Error,Failed Reversal,Failed Reversal reported via branch,,0,KES,Medium,Resolved,11/01/2025,Finance Ops,2
C00919,CUST80836,15/01/2025,Mobile App,System Error,Failed Reversal,Failed Reversal reported via mobile app,TXN867487,47328,KES,High,Resolved,16/01/2025,Branch Operations,4
C00920,CUST84758,03/01/2025,Mobile App,System Error,Failed Reversal,Failed Reversal reported via mobile app,,0,KES,High,Resolved,05/01/2025,IT Operations,4
C00921,CUST48543,15/01/2025,Branch,System Error,ATM Failure,ATM Failure reported via branch,TXN906990,24111,KES,Medium,Resolved,18/01/2025,Operations,5
C00922,CUST38163,07/01/2025,Online Banking,System Error,ATM Failure,ATM Failure reported via online banking,,0,KES,Critical,Resolved,10/01/2025,Finance Ops,4
C00923,CUST80643,14/01/2025,ATM,Delay,Card Delivery Delay,Card Delivery Delay reported via atm,,0,KES,High,Resolved,19/01/2025,Customer Experience,5
C00924,CUST57443,31/12/2024,Branch,Delay,Card Delivery Delay,Card Delivery Delay reported via branch,TXN863970,13281,KES,High,Resolved,03/01/2025,Branch Operations,3
C00925,CUST56135,10/01/2025,ATM,Delay,Card Delivery Delay,Card Delivery Delay reported via atm,,0,KES,High,In Progress,,Customer Experience,
C00926,CUST63427,06/01/2025,Call Center,System Error,Login Error,Login Error reported via call center,,0,KES,High,Resolved,11/01/2025,Finance Ops,3
C00927,CUST92920,19/12/2024,Online Banking,Erroneous Deduction,Phantom Debit,Phantom Debit reported via online banking,,0,KES,Medium,Resolved,24/12/2024,Operations,5
C00928,CUST14466,21/12/2024,Mobile App,System Error,Login Error,Login Error reported via mobile app,TXN994734,36844,KES,Medium,Resolved,22/12/2024,Finance Ops,3
C00929,CUST62732,15/12/2024,ATM,System Error,ATM Failure,ATM Failure reported via atm,TXN833411,28179,KES,Critical,In Progress,,Branch Operations,
C00930,CUST68837,22/12/2024,Online Banking,Erroneous Deduction,Double Debit,Double Debit reported via online banking,,0,KES,High,Resolved,23/12/2024,Operations,4
C00931,CUST87274,04/01/2025,Branch,Customer Service Failure,No Follow-up,No Follow-up reported via branch,,0,KES,High,In Progress,,Operations,
C00932,CUST76672,31/12/2024,Mobile App,Delay,Transaction Delay,Transaction Delay reported via mobile app,TXN884000,30222,KES,High,Resolved,04/01/2025,Branch Operations,3
C00933,CUST51756,23/12/2024,Online Banking,Delay,Transaction Delay,Transaction Delay reported via online banking,TXN874778,34919,KES,Medium,Resolved,26/12/2024,Customer Experience,5
C00934,CUST31704,19/12/2024,ATM,Delay,Card Delivery Delay,Card Delivery Delay reported via atm,TXN826074,40835,KES,High,Resolved,22/12/2024,Customer Experience,4
C00935,CUST40366,09/01/2025,ATM,System Error,Login Error,Login Error reported via atm,,0,KES,Medium,In Progress,,Finance Ops,
C00936,CUST13378,19/12/2024,Call Center,Delay,Transaction Delay,Transaction Delay reported via call center,,0,KES,High,Resolved,20/12/2024,Branch Operations,5
C00937,CUST74651,09/01/2025,Call Center,System Error,Login Error,Login Error reported via call center,,0,KES,Critical,Resolved,13/01/2025,Finance Ops,5
C00938,CUST46190,07/01/2025,Online Banking,System Error,ATM Failure,ATM Failure reported via online banking,TXN841085,5372,KES,High,Resolved,12/01/2025,IT Operations,4
C00939,CUST83160,13/01/2025,Online Banking,Delay,Card Delivery Delay,Card Delivery Delay reported via online banking,TXN849911,34663,KES,High,In Progress,,IT Operations,
C00940,CUST29848,04/01/2025,Mobile App,Delay,Card Delivery Delay,Card Delivery Delay reported via mobile app,,0,KES,Medium,Resolved,07/01/2025,Finance Ops,5
C00941,CUST18816,07/01/2025,ATM,System Error,Failed Reversal,Failed Reversal reported via atm,,0,KES,High,Resolved,08/01/2025,Finance Ops,5
C00942,CUST79528,14/01/2025,ATM,Delay,Card Delivery Delay,Card Delivery Delay reported via atm,,0,KES,High,Resolved,17/01/2025,IT Operations,5
C00943,CUST22652,20/12/2024,Online Banking,Erroneous Deduction,Double Debit,Double Debit reported via online banking,TXN942452,39680,KES,High,Resolved,24/12/2024,Customer Experience,4
C00944,CUST62178,09/01/2025,Online Banking,System Error,Login Error,Login Error reported via online banking,TXN973175,30956,KES,High,Resolved,10/01/2025,Finance Ops,4
C00945,CUST44289,30/12/2024,Branch,Customer Service Failure,No Follow-up,No Follow-up reported via branch,TXN815939,14597,KES,Low,Resolved,04/01/2025,Finance Ops,4
C00946,CUST50437,28/12/2024,Branch,Customer Service Failure,Long Wait Time,Long Wait Time reported via branch,,0,KES,Medium,Resolved,31/12/2024,Customer Experience,2
C00947,CUST12767,08/01/2025,ATM,Delay,Card Delivery Delay,Card Delivery Delay reported via atm,,0,KES,Critical,Resolved,13/01/2025,IT Operations,2
C00948,CUST40059,17/12/2024,Call Center,Erroneous Deduction,Phantom Debit,Phantom Debit reported via call center,,0,KES,High,Resolved,19/12/2024,IT Operations,5
C00949,CUST75732,07/01/2025,Branch,System Error,Failed Reversal,Failed Reversal reported via branch,,0,KES,High,Resolved,08/01/2025,Finance Ops,2
C00950,CUST26206,12/01/2025,Online Banking,Delay,Transaction Delay,Transaction Delay reported via online banking,,0,KES,Low,Resolved,13/01/2025,Operations,4
C00951,CUST22524,27/12/2024,Online Banking,Customer Service Failure,Rude Staff,Rude Staff reported via online banking,TXN805283,46603,KES,Low,Resolved,28/12/2024,IT Operations,3
C00952,CUST95989,27/12/2024,Online Banking,System Error,Failed Reversal,Failed Reversal reported via online banking,TXN853127,18460,KES,High,Resolved,28/12/2024,Customer Experience,4
C00953,CUST60123,11/01/2025,Mobile App,System Error,Login Error,Login Error reported via mobile app,TXN984255,32176,KES,Critical,Resolved,16/01/2025,Finance Ops,3
C00954,CUST72495,12/01/2025,Call Center,System Error,Failed Reversal,Failed Reversal reported via call center,TXN860847,2131,KES,High,Resolved,16/01/2025,IT Operations,4
C00955,CUST62847,15/01/2025,ATM,System Error,Failed Reversal,Failed Reversal reported via atm,,0,KES,Low,Resolved,16/01/2025,IT Operations,3
C00956,CUST52132,12/01/2025,Branch,Delay,Transaction Delay,Transaction Delay reported via branch,,0,KES,High,In Progress,,Operations,
C00957,CUST95460,03/01/2025,Online Banking,Customer Service Failure,Rude Staff,Rude Staff reported via online banking,TXN882055,36255,KES,High,In Progress,,Finance Ops,
C00958,CUST31783,12/01/2025,Mobile App,System Error,ATM Failure,ATM Failure reported via mobile app,,0,KES,High,Resolved,17/01/2025,Customer Experience,2
C00959,CUST25411,06/01/2025,Branch,Delay,Complaint Handling Delay,Complaint Handling Delay reported via branch,TXN904701,9666,KES,High,Resolved,07/01/2025,Finance Ops,4
C00960,CUST78076,09/01/2025,Call Center,System Error,Failed Reversal,Failed Reversal reported via call center,,0,KES,High,Resolved,14/01/2025,Operations,4
C00961,CUST51640,12/01/2025,Online Banking,System Error,App Crash,App Crash reported via online banking,,0,KES,Medium,In Progress,,Finance Ops,
C00962,CUST91916,07/01/2025,Mobile App,System Error,ATM Failure,ATM Failure reported via mobile app,TXN886778,6650,KES,High,Resolved,08/01/2025,Operations,2
C00963,CUST58139,07/01/2025,Call Center,Delay,Complaint Handling Delay,Complaint Handling Delay reported via call center,TXN874498,13124,KES,Medium,Resolved,11/01/2025,Finance Ops,4
C00964,CUST44463,11/01/2025,Mobile App,System Error,App Crash,App Crash reported via mobile app,,0,KES,Medium,In Progress,,Branch Operations,
C00965,CUST32033,07/01/2025,Call Center,System Error,Failed Reversal,Failed Reversal reported via call center,TXN854868,48817,KES,High,In Progress,,Branch Operations,
C00966,CUST77070,08/01/2025,Call Center,Delay,Transaction Delay,Transaction Delay reported via call center,TXN820391,516,KES,Medium,Resolved,09/01/2025,Finance Ops,3
C00967,CUST50863,28/12/2024,Online Banking,Customer Service Failure,Long Wait Time,Long Wait Time reported via online banking,TXN901064,26271,KES,High,Resolved,01/01/2025,Branch Operations,4
C00968,CUST67310,25/12/2024,ATM,Delay,Card Delivery Delay,Card Delivery Delay reported via atm,,0,KES,Critical,In Progress,,Finance Ops,
C00969,CUST38020,12/01/2025,Call Center,System Error,ATM Failure,ATM Failure reported via call center,TXN975646,24465,KES,High,Resolved,15/01/2025,Customer Experience,5
C00970,CUST53050,08/01/2025,ATM,System Error,Failed Reversal,Failed Reversal reported via atm,,0,KES,Medium,Resolved,13/01/2025,IT Operations,4
C00971,CUST91955,10/01/2025,Call Center,System Error,ATM Failure,ATM Failure reported via call center,TXN811512,31874,KES,Low,Resolved,13/01/2025,Operations,4
C00972,CUST13779,14/01/2025,Branch,Delay,Card Delivery Delay,Card Delivery Delay reported via branch,,0,KES,High,Resolved,15/01/2025,Branch Operations,4
C00973,CUST81314,07/01/2025,Mobile App,Delay,Transaction Delay,Transaction Delay reported via mobile app,,0,KES,Critical,Resolved,10/01/2025,Customer Experience,2
C00974,CUST97519,08/01/2025,Online Banking,Delay,Complaint Handling Delay,Complaint Handling Delay reported via online banking,,0,KES,Critical,Resolved,12/01/2025,Finance Ops,5
C00975,CUST32671,17/12/2024,Online Banking,System Error,App Crash,App Crash reported via online banking,,0,KES,Medium,Resolved,22/12/2024,IT Operations,5
C00976,CUST21555,05/01/2025,Call Center,System Error,Failed Reversal,Failed Reversal reported via call center,,0,KES,Medium,Resolved,10/01/2025,Operations,5
C00977,CUST93616,06/01/2025,Mobile App,Delay,Card Delivery Delay,Card Delivery Delay reported via mobile app,,0,KES,Medium,Resolved,07/01/2025,Finance Ops,3
C00978,CUST84060,06/01/2025,ATM,Delay,Complaint Handling Delay,Complaint Handling Delay reported via atm,,0,KES,Medium,Resolved,09/01/2025,Finance Ops,3
C00979,CUST85850,08/01/2025,ATM,Delay,Complaint Handling Delay,Complaint Handling Delay reported via atm,TXN824225,29309,KES,Critical,Resolved,12/01/2025,Finance Ops,4
C00980,CUST54850,15/01/2025,Mobile App,System Error,App Crash,App Crash reported via mobile app,TXN890943,14305,KES,Medium,Resolved,18/01/2025,Branch Operations,3
C00981,CUST72286,31/12/2024,Call Center,Erroneous Deduction,Double Debit,Double Debit reported via call center,,0,KES,Medium,Resolved,05/01/2025,Finance Ops,3
C00982,CUST92506,14/01/2025,Call Center,System Error,Failed Reversal,Failed Reversal reported via call center,,0,KES,High,In Progress,,Customer Experience,
C00983,CUST31331,05/01/2025,Branch,Delay,Complaint Handling Delay,Complaint Handling Delay reported via branch,TXN880288,12762,KES,Medium,In Progress,,Operations,
C00984,CUST58918,07/01/2025,Call Center,Delay,Complaint Handling Delay,Complaint Handling Delay reported via call center,TXN924144,48403,KES,High,Resolved,09/01/2025,Customer Experience,4
C00985,CUST65179,12/01/2025,Mobile App,System Error,Failed Reversal,Failed Reversal reported via mobile app,,0,KES,High,In Progress,,Finance Ops,
C00986,CUST27025,09/01/2025,ATM,System Error,ATM Failure,ATM Failure reported via atm,,0,KES,Medium,Resolved,14/01/2025,Branch Operations,3
C00987,CUST49489,16/12/2024,ATM,Delay,Complaint Handling Delay,Complaint Handling Delay reported via atm,,0,KES,High,Resolved,18/12/2024,Operations,3
C00988,CUST55182,07/01/2025,Branch,Delay,Transaction Delay,Transaction Delay reported via branch,TXN801296,36895,KES,High,Resolved,11/01/2025,IT Operations,3
C00989,CUST51727,13/01/2025,Branch,System Error,App Crash,App Crash reported via branch,TXN833686,6779,KES,Critical,In Progress,,Customer Experience,
C00990,CUST39057,19/12/2024,Online Banking,Customer Service Failure,Long Wait Time,Long Wait Time reported via online banking,TXN975604,23232,KES,High,Resolved,24/12/2024,Customer Experience,2
C00991,CUST75529,20/12/2024,Online Banking,System Error,Failed Reversal,Failed Reversal reported via online banking,TXN820255,39767,KES,High,Resolved,22/12/2024,Operations,3
C00992,CUST14564,08/01/2025,Mobile App,System Error,Login Error,Login Error reported via mobile app,TXN881550,10379,KES,Medium,Resolved,12/01/2025,Operations,5
C00993,CUST11602,11/01/2025,Branch,Delay,Transaction Delay,Transaction Delay reported via branch,TXN979847,5915,KES,Critical,Resolved,12/01/2025,Branch Operations,5
C00994,CUST43901,07/01/2025,Mobile App,System Error,Login Error,Login Error reported via mobile app,,0,KES,High,Resolved,10/01/2025,Customer Experience,5
C00995,CUST33440,18/12/2024,Online Banking,Customer Service Failure,No Follow-up,No Follow-up reported via online banking,,0,KES,High,In Progress,,Customer Experience,
C00996,CUST77488,01/01/2025,Mobile App,Customer Service Failure,No Follow-up,No Follow-up reported via mobile app,TXN851803,46870,KES,Low,In Progress,,Finance Ops,
C00997,CUST88555,29/12/2024,Branch,Customer Service Failure,Rude Staff,Rude Staff reported via branch,TXN813126,30662,KES,Low,In Progress,,Operations,
C00998,CUST49017,23/12/2024,Online Banking,Customer Service Failure,Long Wait Time,Long Wait Time reported via online banking,TXN804592,23888,KES,High,Resolved,27/12/2024,IT Operations,4
C00999,CUST92958,14/01/2025,Mobile App,Delay,Complaint Handling Delay,Complaint Handling Delay reported via mobile app,,0,KES,High,Resolved,16/01/2025,Branch Operations,3
C01000,CUST20031,09/01/2025,Call Center,System Error,Login Error,Login Error reported via call center,TXN810653,48517,KES,Critical,In Progress,,Finance Ops,
